,J1,J2,J3,J4,J5
0,0.0,0.0,0.0,0.0,0.0
1,-0.0001975578991890864,-0.00019820183131099068,-0.0001227120439045748,-0.00011564170532158912,-0.00012241409616224329
2,-0.00019756867978749703,-0.00019820990308670681,-0.00012332847594026086,-0.0001164055711473999,-0.00012303239915223085
3,-0.00019757944923522896,-0.00019821795493210557,-0.00012394212255847358,-0.00011716411467305675,-0.0001236479189260209
4,-0.00019759020734271216,-0.00019822598683869874,-0.00012455297697430367,-0.00011791736046909861,-0.00012426064854025753
5,-0.00019760095392179128,-0.00019823399879516867,-0.00012516103249904153,-0.000118665333089088,-0.00012487058118739624
6,-0.0001976116887800669,-0.00019824199079302717,-0.00012576628259110655,-0.00011940805706961099,-0.00012547771016740983
7,-0.0001976224117251396,-0.00019824996282095662,-0.00012636872079945904,-0.00012014555692461848,-0.00012608202890476483
8,-0.00019763312256743936,-0.00019825791487046885,-0.00012696834082018827,-0.00012087785714825549,-0.00012668353093710393
9,-0.00019764382111173734,-0.0001982658469302462,-0.00012756513645124202,-0.00012160498220354365,-0.0001272822099265636
10,-0.0001976545071656341,-0.00019827375898897104,-0.00012815910162637943,-0.00012232695653369873,-0.00012787805966543275
11,-0.00019766518053390082,-0.0001982816510409846,-0.00012875023040385348,-0.0001230438045536425,-0.00012847107405917658
12,-0.00019772025770572077,-0.00019832828947337317,-0.00013039942918283642,-0.00012375581740615315,-0.00013011607849380935
13,-0.000197731730616697,-0.0001983366396255995,-0.00013102670923595682,-0.00012450546484054303,-0.0001307455954788994
14,-0.00019774319019410984,-0.00019834497284384662,-0.00013165076035130674,-0.00012524999105481826,-0.0001313718799385355
15,-0.000197754636346711,-0.0001983532891309439,-0.0001322715798041707,-0.00012598941589158475,-0.00013199492900936138
16,-0.00019776606891322448,-0.00019836158846850025,-0.00013288916483022162,-0.00012672375915949552,-0.00013261473981104443
17,-0.000197777487733789,-0.00019836987084095398,-0.0001335035127754791,-0.000127453040641739,-0.00013323130955379293
18,-0.0001977888926464212,-0.0001983781362256698,-0.00013411462108216254,-0.000128177280081892,-0.00013384463556665005
19,-0.00019620000484204064,-0.00016838526925571222,-0.00013453931903081973,-0.00012889559971414444,-0.00013427758759514184
20,-0.00019625827179268833,-0.00016863878392997135,-0.00013511042264080785,-0.00012944678235225548,-0.00013485170081038
21,-0.00012875134122691242,-0.0001289223902142894,-0.00012874152876333366,-0.00012999478925952655,-0.00012874140612284424
22,-0.0001286493032631182,-0.00012879894014059673,-0.00012864349855746913,-0.00012980565453689306,-0.00012864345234199435
23,-0.0001285438811242151,-0.00012867463103598847,-0.00012854094185510366,-0.00012962145479455568,-0.00012854093512395303
24,-0.00012826871496545821,-0.00012836943322619643,-0.00012827112672626263,-0.00012944180781690017,-0.00012827140102560252
25,-0.0001281187292133476,-0.00012820938871589444,-0.00012812272626764432,-0.00012924241317398332,-0.00012812308426073614
26,-0.00012796656154135722,-0.00012804841370111814,-0.00012797233175021293,-0.00012904589628611908,-0.0001279727757769733
27,-0.00012781250072971346,-0.0001278866404762813,-0.00012782015639214826,-0.00012885202913734794,-0.00012782068697035797
28,-0.00012765679679440172,-0.00012772418156534155,-0.00012766639209490504,-0.0001286605980200034,-0.00012766700832198441
29,-0.0001274996666940731,-0.00012756113318499018,-0.00012751121114934315,-0.00012847140309049543,-0.00012751191103339222
30,-0.00012734129880898976,-0.00012739757779394457,-0.00012735476792488155,-0.00012828425791377662,-0.0001273555486506439
31,-0.00012718185664754357,-0.00012723358612728913,-0.0001271972004567934,-0.0001280989889766848,-0.00012719805862615563
32,-0.0001270214820265053,-0.00012706921887572635,-0.00012703863198823106,-0.00012791543516450343,-0.00012703956380130443
33,-0.0001268602978594019,-0.0001269045281016931,-0.00012687917240473357,-0.00012773344721488667,-0.0001268801737871772
34,-0.00012669841058414428,-0.0001267395584574188,-0.00012671891956121673,-0.00012755288715197877,-0.0001267199863113666
35,-0.00012653591231478884,-0.00012657434822897524,-0.0001265579605212519,-0.00012737362769223937,-0.00012655908840066176
36,-0.00012668196235619003,-0.0001267211404433957,-0.0001266846179542702,-0.00012719562941925,-0.00012668482468745744
37,-0.00012657902331159458,-0.00012661302420389125,-0.00012658296994592311,-0.0001270658934057861,-0.00012658323564104733
38,-0.00012647454823907847,-0.00012650426888280162,-0.00012647982405425694,-0.00012693847504858497,-0.0001264801474663807
39,-0.00012636881951239145,-0.00012639499889748163,-0.00012637540801229086,-0.00012681310496156562,-0.00012637578657231585
40,-0.00012626206772083537,-0.0001262853140806,-0.00012626991608403137,-0.00012668953964344392,-0.00012627034637686772
41,-0.00012615448090443667,-0.0001261752945877398,-0.00012616351341892428,-0.00012656756006868968,-0.00012616399154282475
42,-0.0001260462121388696,-0.0001260650047524603,-0.00012605634002716638,-0.00012644697015964877,-0.00012605686185686082
43,-0.00012593738584785503,-0.00012595449616893212,-0.00012594851435041243,-0.00012632759517236858,-0.00012594907574082492
44,-0.0001258281030616068,-0.00012584381021576497,-0.00012584013645617175,-0.000126209280017347,-0.00012584073336691426
45,-0.00012571844578330825,-0.00012573298008186046,-0.00012573129080213519,-0.00012609188758169631,-0.0001257319193965367
46,-0.00012560848058599153,-0.00012562203241029551,-0.0001256220486496562,-0.0001259752970668687,-0.00012562270534569208
47,-0.00012549826156714182,-0.0001255109886196537,-0.0001255124701320448,-0.00012585940238296983,-0.0001255131516334601
48,-0.00012480393572399744,-0.00012482299976720567,-0.00012486621394669384,-0.00012574396921437357,-0.0001248690117003659
49,-0.00012460093409257772,-0.0001246204432603548,-0.00012466263574228308,-0.0001255448359291056,-0.00012466541164164347
50,-0.0001243979849098084,-0.00012441790452498658,-0.00012445916239556154,-0.00012534542713351303,-0.00012446191842119259
51,-0.00012419508465591172,-0.0001242153824378278,-0.0001242557853787074,-0.0001251457669143069,-0.00012425852332445086
52,-0.00012399223207887667,-0.00012401287678101447,-0.00012405249809921081,-0.00012494587720219275,-0.0001240552195551914
53,-0.0001237894193653058,-0.00012381038462045524,-0.00012384929057493666,-0.00012474577789070573,-0.00012385199704073813
54,-0.00019560002908466877,-0.00016521654230247762,-0.00013042523370663915,-0.00012454708814554072,-0.0001301676175815869
55,-0.00019565401673105637,-0.00016546404281530703,-0.00013096131504932273,-0.00012508171417610847,-0.00013070627677671197
56,-0.0001957078962164263,-0.00016571082251216117,-0.00013149431246681776,-0.00012561461845530308,-0.0001312418203856247
57,-0.00019576166697065383,-0.00016595687313401163,-0.0001320242392460025,-0.00012614578128481823,-0.00013177426227240163
58,-0.00019581532844200526,-0.0001662021866453528,-0.0001325511086850728,-0.00012667518351525185,-0.0001323036162954605
59,-0.0001958688800872352,-0.00016644675523137253,-0.00013307493407090697,-0.00012720280655176497,-0.00013282989629624265
60,-0.0001955133856712299,-0.00016461379486862993,-0.00013201021355958685,-0.00012772826227377854,-0.00013178043574763265
61,-0.00019555805607956056,-0.00016482233990393057,-0.0001324464966390171,-0.00012816746609538686,-0.0001322186887256005
62,-0.0001268022005937336,-0.00012681281032447423,-0.00012700670689055226,-0.00012860375808177894,-0.0001270154469911522
63,-0.00012648273178683832,-0.0001264951763290817,-0.00012668205899658448,-0.00012831044211238928,-0.0001266906047171723
64,-0.00012616324720601924,-0.00012617752600237287,-0.00012635778462913305,-0.0001280156701320212,-0.00012636615055811262
65,-0.00012584376849904155,-0.0001258598680221279,-0.000126033872894995,-0.00012771953779714407,-0.00012604207234753862
66,-0.0001255243152001062,-0.00012554220973630737,-0.00012571031252182728,-0.0001274221338208714,-0.00012571835767002826
67,-0.00012520490286810237,-0.0001252245572139815,-0.0001253870914563715,-0.00012712354052186515,-0.0001253949934311027
68,-0.0001248855437684937,-0.00012490691541509446,-0.0001250641971021238,-0.0001268238343392869,-0.00012507196612884908
69,-0.00012456624743071077,-0.00012458928835456962,-0.00012474161657964,-0.00012652308637038477,-0.00012474926204631974
70,-0.0001242470211093438,-0.00012427167923246218,-0.000124419336890641,-0.00012622136275529215,-0.0001244268674212967
71,-0.00012392787015762406,-0.00012395409054996476,-0.0001240973450651417,-0.00012591872510709702,-0.00012410476860473806
72,-0.00012341460651584923,-0.0001234450579555607,-0.00012359745020720014,-0.00012561518396815628,-0.0001236054776659712
73,-0.00012307935018134874,-0.00012311132052967577,-0.00012325960905426703,-0.0001252953410122759,-0.00012326753907970333
74,-0.00012274417736517717,-0.00012277760802234639,-0.00012292201928816525,-0.00012497474089673388,-0.00012292985816154234
75,-0.00012240908854267428,-0.00012244392104755308,-0.00012258466928570576,-0.0001246534285977263,-0.00012259242284691217
76,-0.00019511512209137327,-0.0001627072294670434,-0.00012842170038736888,-0.0001243329410415095,-0.0001281783926683766
77,-0.00019515945286944003,-0.00016291569381624794,-0.000128865816839816,-0.00012477157176746356,-0.00012862461767144452
78,-0.00019520366943298061,-0.00016312357535079757,-0.00012930733308753496,-0.00012520886321230496,-0.00012906821342312914
79,-0.00019524777136890214,-0.00016333086494303706,-0.00012974626375854113,-0.00012564479410457906,-0.00012950919522484395
80,-0.0001952917582697705,-0.00016353755376239843,-0.00013018262342992081,-0.00012607934390847618,-0.0001299475782648263
81,-0.00019533562973946927,-0.0001637436332725717,-0.0001306164266221721,-0.00012651249280119624,-0.00013038337771999585
82,-0.00019537938539602895,-0.000163949095225846,-0.00013104768782184028,-0.0001269442216503136,-0.00013081660864277866
83,-0.00019542302487445651,-0.00016415393165179203,-0.0001314764214362474,-0.00012737451197416538,-0.0001312472860403302
84,-0.00019497050108471136,-0.00016168499362730903,-0.0001302435689767467,-0.00012780296014138325,-0.00013003438666926435
85,-0.00012394878334184845,-0.0001239919992585903,-0.00012434286466456613,-0.00012811863443540795,-0.00012435996465054
86,-0.00012346358842846517,-0.00012350940198083694,-0.00012385236081147166,-0.00012766302614610536,-0.0001238692608491676
87,-0.000122978472328113,-0.00012302682104571748,-0.0001233621908732463,-0.0001272063204557261,-0.00012337890079767045
88,-0.00012249342613100068,-0.0001225442574039115,-0.0001228723410197663,-0.00012674856599605543,-0.0001228888701679498
89,-0.000122008454514132,-0.00012206171317181268,-0.00012238280184609485,-0.00012628980925984967,-0.00012239915905709386
90,-0.00012152356125193109,-0.00012157919012628637,-0.00012189356399256556,-0.00012583009448766003,-0.00012190975760746125
91,-0.00012103874931244207,-0.0001210966897386223,-0.00012140461813346492,-0.00012536946386023206,-0.00012142065602931628
92,-0.00012055402097899348,-0.00012061421322546394,-0.00012091595505625552,-0.00012490795753245854,-0.00012093184469136985
93,-0.00012006937790961569,-0.00012013176156012606,-0.00012042756566157608,-0.00012444561379182595,-0.00012044331407550901
94,-0.00019458390528532987,-0.00015981391058231042,-0.00012639121552963096,-0.0001239840886881316,-0.00012616467380252016
95,-0.000194617097183295,-0.00015997492220107823,-0.00012672605581734108,-0.0001243132401547742,-0.00012650107105432128
96,-0.00019463298462562173,-0.0001600387141050674,-0.00012700514298310538,-0.00012464142418049605,-0.00012678234299483336
97,-0.00019466555186771484,-0.0001601970468616931,-0.00012733189479879003,-0.00012496465649000088,-0.00012711058080185466
98,-0.0001946980111199692,-0.00016035492468986721,-0.0001276566878071983,-0.00012528690114532726,-0.00012743683615910496
99,-0.00019473036224940287,-0.00016051233847891089,-0.00012797953746819025,-0.00012560813749183054,-0.00012776112523945392
100,-0.00019476260514849852,-0.0001606692795312381,-0.00012830045909449693,-0.0001259283457802751,-0.0001280834640233719
101,-0.00019479473972671524,-0.00016082573952274414,-0.00012861946781776766,-0.00012624750716683453,-0.0001284038682989297
102,-0.0001948267658991709,-0.00016098171049714672,-0.00012893657857725226,-0.00012656560365650326,-0.0001287223536504811
103,-0.00019485868360927749,-0.00016113718484335072,-0.0001292518061650716,-0.00012688261804650878,-0.00012903893542471012
104,-0.0001948904928004469,-0.00016129215528978946,-0.00012956516516962946,-0.00012719853391499392,-0.0001293536287985364
105,-0.0001949221934387263,-0.00016144661489310707,-0.00012987666998693026,-0.00012751333559838152,-0.00012966644873384502
106,-0.00019495378549582164,-0.00016160055700420561,-0.00013018633484321418,-0.00012782700813478653,-0.0001299774099661688
107,-0.00012385736315703277,-0.00012390367012905966,-0.00012425495050665257,-0.0001281379824502715,-0.00012427222922037907
108,-0.00012521278757781417,-0.00012523628325187218,-0.0001254532781277684,-0.00012767687088085733,-0.00012546368410185416
109,-0.0001248453115198611,-0.00012487082190737686,-0.0001250814593430638,-0.00012733316465766143,-0.00012509170207755104
110,-0.00012447789025613388,-0.0001245053717560013,-0.00012470997190978882,-0.00012698833165286416,-0.0001247200617319999
111,-0.00012411053174291476,-0.0001241399361732237,-0.0001243388038822024,-0.00012664243570912337,-0.00012434875038947358
112,-0.00012374324277643066,-0.00012377451812708827,-0.0001239679436371155,-0.0001262955367532026,-0.00012397775572509095
113,-0.00012337602859673668,-0.00012340912003107606,-0.00012359737952870374,-0.00012594769105627623,-0.00012360706548187662
114,-0.00012300889311689766,-0.00012304374379503436,-0.00012322709999036617,-0.0001255989514885758,-0.00012323666751603123
115,-0.00012264183913236415,-0.00012267839091571753,-0.00012285709360828956,-0.00012524936774008344,-0.00012286654987615496
116,-0.00012227486849073654,-0.00012231306251639872,-0.00012248734914974246,-0.00012489898656951935,-0.00012249670083720022
117,-0.0001219079822360647,-0.00012194775940628733,-0.00012211785561400457,-0.00012454785195712968,-0.00012212710897969493
118,-0.00019499374739213204,-0.00016206269272993123,-0.00012790180163056662,-0.00012419750626162517,-0.00012766176596379353
119,-0.00019503574652678045,-0.00016226149329433837,-0.00012832348136692872,-0.00012461323859774498,-0.0001280854413688992
120,-0.00019533229816792063,-0.00016380183327104725,-0.00012969286357410347,-0.0001250279396163334,-0.00012944839776333206
121,-0.0001953795591496904,-0.00016402237962538147,-0.00013016262691014412,-0.0001254957523786615,-0.00012992036751905634
122,-0.00019542670544159423,-0.00016424228103419203,-0.00013062965848551712,-0.0001259620627900426,-0.00013038957686357434
123,-0.0001954737371087084,-0.00016446152956383186,-0.00013109397291692027,-0.00012642685152565168,-0.00013085604097380575
124,-0.0001955206537181342,-0.00016468011720426,-0.00013155558429478242,-0.00012689009986049715,-0.00013131977454001299
125,-0.0001955674548454611,-0.0001648980361972524,-0.00013201450669255598,-0.00012735178966942097,-0.00013178079218455262
126,-0.00019561414008325507,-0.00016511527901942545,-0.00013247075412710528,-0.00012781190342143976,-0.0001322391084618757
127,-0.0001267705441054645,-0.0001267768058184693,-0.0001269548884048499,-0.0001282690139598308,-0.00012696271872776998
128,-0.00012647679596451466,-0.00012648469545502972,-0.0001266556195348578,-0.00012800194234782847,-0.00012666324286994435
129,-0.0001261829727029051,-0.00012619254909026155,-0.00012635673436025785,-0.0001277332381870533,-0.00012636416782540127
130,-0.0001258891111792737,-0.0001259003793546215,-0.00012605822521336685,-0.0001274630185751935,-0.00012606548426842722
131,-0.00012559524127212006,-0.00012560819683007818,-0.00012576008233840195,-0.00012719139114275357,-0.0001257671809719496
132,-0.0001248944078931613,-0.00012491454739966713,-0.00012508877639523462,-0.00012691835664235484,-0.00012509719838601273
133,-0.0001245649883207428,-0.00012458691604130712,-0.00012475561075216078,-0.0001266096382724302,-0.00012476389189523872
134,-0.00012423563007564253,-0.00012425929870547026,-0.00012442276602001812,-0.00012629984795474168,-0.00012443091600327304
135,-0.00012390633926654237,-0.0001239316981140426,-0.00012409022843658856,-0.00012598905207275135,-0.00012409825623488802
136,-0.00012357712187763048,-0.00012360411698608077,-0.0001237579853091686,-0.000125677312624346,-0.00012376589917871162
137,-0.00012324798226901745,-0.0001232765574464667,-0.00012342602404125436,-0.00012536468745950711,-0.00012343383162708888
138,-0.0001229189234596767,-0.00012294902111078976,-0.000123094332183471,-0.00012505123063681565,-0.00012310204054212902
139,-0.00012258994734247908,-0.00012262150915608172,-0.00012276289754108993,-0.00012473699269507476,-0.0001227705132028345
140,-0.0001951470534193983,-0.00016286515282880608,-0.00012861124815762514,-0.0001244235131692506,-0.0001283679305866503
141,-0.00019519182114222878,-0.000163075562426786,-0.0001290590964403404,-0.00012486680900983594,-0.0001288178960157138
142,-0.0001952364745203805,-0.0001632853763674491,-0.0001295043278474828,-0.00012530873262939446,-0.00012926521579417204
143,-0.00019528101315207822,-0.000163494585774957,-0.00012994695690520918,-0.00012574926333366987,-0.00012970990511026236
144,-0.00019545951166641428,-0.00016440112645607462,-0.0001308919074417081,-0.0001261884986578554,-0.00013065251163319136
145,-0.0001955067027704088,-0.00016462091017585169,-0.00013135698772470005,-0.00012665461699801762,-0.00013111973979551105
146,-0.000195553778669586,-0.00016484002693168797,-0.00013181936020641215,-0.0001271191795171678,-0.00013158423280753783
147,-0.00019560073898197637,-0.00016505846909268263,-0.00013227903894897917,-0.0001275821683617706,-0.00013204600530294596
148,-0.00019564758329731645,-0.00016527622925711636,-0.00013273603793531263,-0.00012804356624983025,-0.00013250507177959834
149,-0.00012704590944007221,-0.0001270511867159302,-0.00012723017473119768,-0.00012850195039888158,-0.00012723798545201113
150,-0.00012675509915636152,-0.00012676196330310417,-0.00012693362170364985,-0.0001282384541341641,-0.00012694121715213668
151,-0.00012646418890417067,-0.00012647269594681432,-0.0001266374547595106,-0.00012797325772056833,-0.00012664485309478167
152,-0.00012617322115001495,-0.0001261833986497779,-0.00012634166790610358,-0.0001277064848765863,-0.00012634888543683998
153,-0.00012588222993161703,-0.00012589408317382477,-0.0001260462524628192,-0.00012743824911222277,-0.00012605330393587134
154,-0.00012559124227826734,-0.0001256047592747378,-0.00012575119774583033,-0.0001271686547362627,-0.0001257580964933469
155,-0.00012530027950669097,-0.0001253154349568991,-0.00012545649168490213,-0.00012689779777865672,-0.0001254632497884356
156,-0.00012528208485567348,-0.00012529511536452708,-0.00012541240886725923,-0.00012662583260033555,-0.00012541805094092417
157,-0.00012501751980787984,-0.00012503200211897437,-0.00012514476796797957,-0.0001263782004608316,-0.00012515029439826963
158,-0.00012475301226205104,-0.0001247689015632958,-0.00012487744218501296,-0.00012612950934920764,-0.00012488286260321722
159,-0.0001244885715240948,-0.0001245058177293912,-0.00012461041636407488,-0.0001258798384321702,-0.0001246157394847558
160,-0.00012422420428555013,-0.00012424275369848082,-0.00012434367539615132,-0.0001256292604819742,-0.0001243489091246619
161,-0.00012395991502677729,-0.00012397971172842858,-0.00012407720434199244,-0.00012537784244230353,-0.00012408235585935844
162,-0.00012369570645834465,-0.0001237166934037004,-0.00012381098856226514,-0.00012512564597717544,-0.0001238160644100672
163,-0.00012343157988460723,-0.00012345369974854027,-0.00012354501381941162,-0.00012487272792364502,-0.00012355001995637327
164,-0.00012316753548947623,-0.00012319073134014647,-0.00012327926635687268,-0.0001246191407105568,-0.0001232842082211072
165,-0.00019536833097503285,-0.0001640248949366907,-0.00012942429091833852,-0.00012436645976102945,-0.0001291733191604627
166,-0.00019541790596454972,-0.00016425512562294963,-0.0001299186178046896,-0.00012485788023895993,-0.0001296699996011319
167,-0.00019546736837917965,-0.000164484693337556,-0.00013041008483762327,-0.00012534774257576763,-0.0001301637900552377
168,-0.00019531701694224413,-0.00016367947522397951,-0.00013013328167378322,-0.00012583584860569874,-0.00012989568494706338
169,-0.00019536201212081217,-0.00016389038198491522,-0.00013057856352352904,-0.0001262805021072011,-0.00013034302456529811
170,-0.00019540689152302337,-0.0001641006584453192,-0.00013102124301820006,-0.00012672369965997189,-0.00013078773480765582
171,-0.00019545165500740758,-0.00016431029679886744,-0.0001314613349668936,-0.00012716542274273656,-0.00013122983104345564
172,-0.00019549630219482472,-0.0001645192893326064,-0.0001318988536354615,-0.0001276056534566894,-0.0001316693280987713
173,-0.00019554083273159938,-0.00016472762859671695,-0.00013233381321053227,-0.00012804437451983453,-0.00013210624070913557
174,-0.00012667373294804552,-0.0001266833321715166,-0.0001268842169876283,-0.00012848017100978935,-0.00012689319437897195
175,-0.00012635218471357846,-0.00012636361845429434,-0.0001265571907424512,-0.00012818588153889698,-0.00012656596261725105
176,-0.00012603060134640964,-0.00012604388193773963,-0.00012623054342229213,-0.000127890071286324,-0.00012623912526304348
177,-0.00012570900909774363,-0.00012572413236348832,-0.0001259042655090381,-0.00012759284016962134,-0.00012591267144012263
178,-0.0001253874303113789,-0.00012540437795378667,-0.0001255783464716498,-0.00012729428080082039,-0.00012558658938948807
179,-0.0001250658829144152,-0.00012508462553881437,-0.00012525277479445539,-0.0001269944790806077,-0.00012526086648068313
180,-0.00012522070160014498,-0.00012523469113527363,-0.0001253646692664434,-0.00012669362981340582,-0.00012537089785845222
181,-0.00012494228075746156,-0.00012495780527929046,-0.0001250829515704055,-0.0001264332757369513,-0.00012508905622322873
182,-0.00012466391479105664,-0.00012468093096444364,-0.00012480155405531268,-0.00012617183738219295,-0.00012480754468883857
183,-0.00012438561346803074,-0.000124404072355615,-0.00012452046221764324,-0.00012590939248981802,-0.00012452634784069217
184,-0.00012410738397789777,-0.0001241272326953008,-0.00012423966155953426,-0.00012564601277954336,-0.000124245450377376
185,-0.00012382923132728707,-0.0001238504144224467,-0.0001239591376510285,-0.00012538176443677274,-0.0001239648371446056
186,-0.00012355115875728017,-0.00012357361929411225,-0.00012367887632813268,-0.00012511670863886602,-0.00012368449331630725
187,-0.00012327316808435408,-0.0001232968485241115,-0.00012339886373242902,-0.0001248509019569144,-0.00012340440447384138
188,-0.00012299525997907734,-0.0001230201028650657,-0.0001231190864185927,-0.00012458439674053912,-0.00012312455663995525
189,-0.00019531493119378517,-0.00016374919782624286,-0.00012918977625505978,-0.00012431875819305383,-0.00012894021326278481
